address,hash160,n_tx,n_unredeemed,total_received,total_sent,final_balance
bc1qnt69ummmfql593kmkea5pveu0f7k9peg5g495f,9af45e6f7b483f42c6dbb67b40b33c7a7d628728,2,0,798980683,798980683,0
bc1qdhryya74flvcnykskrmhm2rrqxxsmcvn49tpwd,6dc64277d54fd98992d0b0f77da863018d0de193,0,0,0,0,0
bc1qh5dm92vrejsgw9fkp3alej7qrrhy08zr0l7ht9,bd1bb2a983cca08715360c7bfccbc018ee479c43,2,0,4996830,4996830,0
3MGneymLJoNG3RoEZZwG8ovuCV3Eowuhmy,d6cd74ec6e598f7a9f1f2d43af8dee5af3ce455f,2,0,1000000000,1000000000,0
bc1qlz759hufcj8cdmwumjg77puhnc42r4mavmx6ud,f8bd42df89c48f86eddcdc91ef07979e2aa1d77d,0,0,0,0,0
bc1qayrgzcel90en52n2uwu3ldz84vw4n3peywgdg7,e90681633f2bf33a2a6ae3b91fb447ab1d59c439,0,0,0,0,0
1DmPFkzj7aJqSA2wVBXaC5TJLoGSwvWRbY,8c066389086c8d72b6fcfda7e4471a6cde2f6e6b,4,0,765039,765039,0
bc1qnx2pftyfp84l3svcatytnmmkrug6vcgmdql0eg,999414ac8909ebf8c198eac8b9ef761f11a6611b,0,0,0,0,0
1PKnaR952xYau3QEd1m4vk8W1GqafzW1Hm,f4e04cb2b8ea066288b85bdb1dd59e6082a51f85,176,0,17057305,17057305,0
bc1q4lklssfjjav02fl03zk2r88m3aduyd4kz38f5s,afedf841329758f527ef88aca19cfb8f5bc236b6,191,0,20976939,20976939,0
bc1qtzwdpyj0yu5tm743mfxrgqzm4ag6dx5qt4esw2,589cd0924f2728bdfab1da4c34005baf51a69a80,2,0,140812,140812,0
bc1q2wzy86v68fs5s6vz5r8hpwcgea8jgm84jpxu8d,538443e99a3a61486982a0cf70bb08cf4f246cf5,25,0,30520386,30520386,0
bc1qmcuvv6pg9kmp09xyvk9c6augxmk9v7zqdr3qln,de38c668282db61794c4658b8d778836ec567840,2,0,23726603,23726603,0
1Dx9TcN9h3niY6KL7kBY4rzXrRUNN9aQLL,8e0f72c6b9f3b3b602f572bf5b8d423612e5ca2d,30,0,10873352,10873352,0
bc1qtq0edsgl4qxak9q3pawl483q7wdk5u4ukfwpxf,581f96c11fa80ddb14110f5dfa9e20f39b6a72bc,13,0,52387179,52387179,0
bc1qv69es4lleqnzfck27w0qzujxzwfddca9wn0em9,668b9857ffc82624e2caf39e0172461392d6e3a5,154,0,323979199,323979199,0
3NRicrnmSrqFtRF81L3UMZJGiSHTfQapUN,e375f4e5611538493211d1d2eae99054d2bb5ff5,464,234,45084166,27950557,17133609
bc1qt04kausswg2hg8js6znm9fkc0fg0cqqmu8css2,5beb6ef2107215741e50d0a7b2a6d87a50fc001b,24,0,17971188,17971188,0
16b9FQFfuq9aTT91xwyEP1udq4veRD4Xgu,3d4da82daa84d2e06a0ea113f426e1318fee0f92,6,0,1327311,1327311,0
bc1qwmd463kwn4ddnaqya0z228z6qycedaq3t3wewp,76db5d46ce9d5ad9f404ebc4a51c5a013196f411,3,0,951340,951340,0
1KrSuqvZWd7P8rjA7a7TE9gXpS8VpYXhe8,cecc4696247d4a810c15290e4c804e58b6d8eb22,0,0,0,0,0
1Lj8qzQV3DA2YKHdWAwCqVCU4vGXxhh2xd,d862689eb2a6d11f90cf417fb1e7d5ca23168953,350,0,296497199,296497199,0
bc1q9k2cf7k98dzqz0gewvvq0w3xj4gegv33wn4jzz,2d9584fac53b44013d19731807ba269551943231,0,0,0,0,0
1T6fjzXuhBwx1ZyHuDziXH62utbCJiio7,04ef8bdf3a42e501146970955d35747dd1fa5d5b,9,0,45085275,45085275,0
1M21JwNLMgi8WQxtjgvTXhACqcrFYRP4DX,db933096a859a42cdeac833232f6c521814de527,8,0,974077,974077,0
bc1qwe77m82mhlf0a4xfgrflluqcegls59ytdpfk9m,767ded9d5bbfd2fed4c940d3fff018ca3f0a148b,0,0,0,0,0
bc1qukl3yhmqm45su99rsl6z4kd5smyqdjac8an6y7,e5bf125f60dd690e14a387f42ad9b486c806cbb8,0,0,0,0,0
bc1q99uk2uy3jgyd5we99jyjmkadkgsy632vmvf8nr,29796570919208da3b252c892ddbadb2204d454c,0,0,0,0,0
1M31vxjKkSuRydJF5SC1yc5WwQkaCqFaa4,dbc41fcd288c74761662afba30d332a59b277e25,49,0,100802360,100802360,0
bc1q549rwxx67lhhhfn4y9073t4pyah539pw09cf9a,a54a3718daf7ef7ba675215fe8aea1276f48942e,10,2,614517,610408,4109
16nNwE5N4EetPPBb3wsAgvux7ZbBBqw1UG,3f6da8552b9ceb57db0fc07502738177190faaed,24,0,76736521,76736521,0
bc1qfg5hsje7p38e3xvl2qawufjc97w2kcv72ry4kf,4a29784b3e0c4f98999f503aee26582f9cab619e,0,0,0,0,0
1LZQP5zXfx1VSPFiLvtc5p5yhjsLg9m6xR,d68b37cd1750e441d9bc2a39d57e705a6896494a,0,0,0,0,0
1JUpKSLt8ruGaQFsySRgZ4eNwry9M5cfrF,bfbcde46d3940ab9d297ee507a2729edd80588cf,36,0,435495626,435495626,0
bc1qg5enxa6aq0fhlqnxc0ynt3jvl8syx32x6wnpfr,453333775d03d37f8266c3c935c64cf9e0434546,5,0,3182483,3182483,0
16KYPCXLZHFyL7pmieR6quFJWGFDVzDNyr,3a5a502f2951db8a48445f8c180ed9c0daec4636,0,0,0,0,0
bc1q3wk8pmcukwf9pagks6twh29xdjcsst9acx2t2k,8bac70ef1cb39250f5168696eba8a66cb1082cbd,0,0,0,0,0
bc1qcfmf7k4genp4jl9wwv9f8d098u7u2s2ks5lma8,c2769f5aa8ccc3597cae730a93b5e53f3dc54156,0,0,0,0,0
bc1qj0qkwuf2r4avvd7gtkmqdhtjrctj69g4qsz3fz,93c167712a1d7ac637c85db606dd721e172d1515,0,0,0,0,0
bc1qryk7qkgt2yd24khz26lplemrmqf4d327hrfpg5,192de0590b511aaadae256be1fe763d81356c55e,142,0,63656578,63656578,0
bc1q58d7y9ymrvyxnn6jc5q0qx9s2j622m84neehsl,a1dbe2149b1b0869cf52c500f018b054b4a56cf5,0,0,0,0,0
1PCmMZyWivDsfMLmgG1Y1F1KM3ArXM1zcg,f38c5e428ebf51f86bf0f89c769f5d180eec49f3,0,0,0,0,0
bc1qk26gyeugcwhn0xzedzes7edjnly5nlxuhjcecl,b2b4826788c3af37985968b30f65b29fc949fcdc,2,0,10404696,10404696,0
bc1qn9eldpvwp0a2f7l38pam6qymjhmwf2ur0jm6ju,9973f6858e0bfaa4fbf1387bbd009b95f6e4ab83,4,0,22584063,22584063,0
3K22s7dqpxj2tYrgTrrTW8P338gJLutJct,be12d3b704745b26eca09657633b4baf1858dc4b,81,0,654219134,654219134,0
3QgRtLskCzPg7eRi5RT73TFa1qzePUemeC,fc2e7ac65a33254cb268c65817b823b7e4c122e5,178,40,23216091,14875127,8340964
bc1q9mnvaetjhhgfxk4x02n4vpwrd9wmczjf8x2gfv,2ee6cee572bdd0935aa67aa75605c3695dbc0a49,0,0,0,0,0
3KUF6rjQgSZp4wD2ZneCMpviY4p6wfutn3,c307db5e59198a5213249c198b13bf916e2c0dca,0,0,0,0,0
1EvdsGcmCNK6p8NxSu6Hu8ysjDqDFzxUBZ,98be74b8ca370cb9d411b9c72a76acb963285e02,0,0,0,0,0
bc1qa9szuhphghhhxdfy8nnl73608zzhlf3jjgcg46,e9602e5c3745ef7335243ce7ff474f38857fa632,0,0,0,0,0
1KAoLaH7MKyGDvWkmDiQZfwMZutMaEGac2,c74cb037431113afca4ca72ddfd46a609193e3a7,264,0,4913941493,4913941493,0
bc1qvnjhupjc4dh7v59yzh6j3jlmyc07ms6fxk0xhr,64e57e0658ab6fe650a415f528cbfb261fedc349,12,0,74489407,74489407,0
bc1q0t6a82kd3jk8vdah3a7x9cqremdrwylz7jruq5,7af5d3aacd8cac7637b78f7c62e003ceda3713e2,69,3,1900391061,1899603486,787575
1HrnFHTZgqsWGrg5vFd3kfFfCZHig4jddS,b8ec2a1314e1ecb0f12a2c0566b6815aeef72e51,342,0,489196100,489196100,0
bc1qqpuezg8klupwvxpxmu7t63wl6had54npv820pa,00799120f6ff02e61826df3cbd45dfd5fada5661,0,0,0,0,0
3LcEzAxs5RPjTfnrrffUiXFmuTCtELs4md,cf8336d37396a21f5719b20677db41c71d3cfbd0,902,0,1626181366,1626181366,0
1EC1SNSNBT4kr8J9ntAqy1QHhng5J1aPhv,90ae936e09fd0b49e23360d63f2648f647e519f8,0,0,0,0,0
3GeXxeWZATz6xkwuGHxex61wjZ149BMMAp,a411b63e53db909fe9b6ae90637732fdaa7054bd,1,1,918131,0,918131
3CkbDegx2sUBzGy68XcStr581pewJQXTdH,79566cbafcd30c2dc69c38ac22b175d747277143,27,0,10948510,10948510,0
bc1qjunxl7l7tvakvypfj79mnc07vesahyasx5s465,97266ffbfe5b3b661029978bb9e1fe6661db93b0,0,0,0,0,0
bc1qr637uc6h07wk8wusx46fc645pn35xy7lhat0r4,1ea3ee63577f9d63bb9035749c6ab40ce34313df,0,0,0,0,0
bc1qzfg3cfj8wsyh6g82alf4g9ekevfcuu9ke8rk6c,12511c264774097d20eaefd3541736cb138e70b6,287,0,129343937,129343937,0
bc1qcy3wsvhscq27gdnpdy7pdmzpuexejywzq4dml7,c122e832f0c015e43661693c16ec41e64d9911c2,0,0,0,0,0
13QTkxJgQzXBsD4dvqkJewmGx6WANAPJS3,1a6027ad8748e67cb2da28166bea0a0ba9a2c1d6,24,1,239045246,238838567,206679
bc1q97rsr2g2pwewtsxxcsn9z7a2z7wsufjlxwrtn4,2f8701a90a0bb2e5c0c6c426517baa179d0e265f,2,0,10080000,10080000,0
1JLRmGUQFnuf1H28JWh8wWLtUo9MitxKo3,be26b6802de033f771fa0ba16dd33eaf5c9279cc,8,0,10629626,10629626,0
bc1qz6zce9j3q52t6tacxlal5vnys42kml7u5fmvq0,16858c96510514bd2fb837fbfa326485556dffdc,0,0,0,0,0
bc1qg5pf3u9vlqusz7mrffkrefn6je5psj2v0frw7j,450298f0acf839017b634a6c3ca67a966818494c,4,0,9248814,9248814,0
19H8imkhiS1VLq1KiWw775bMqrmCE638Gr,5ace1b2d223b66dfeddb4089d191e532acb0a5ad,7,0,20923749,20923749,0
bc1qwu48sjc9m42ch29l2pnd524c6xx72zt0tw7emq,772a784b05dd558ba8bf5066da2ab8d18de5096f,0,0,0,0,0
1W6Tj7n2JfPVrdr82pLTLWaUiUB2QXcWP,05809f0fc8d22c25b9ccd2823fe42428b128fae5,10,1,15135631,15129431,6200
1GyYujUxs2eJpECpYu3Ns6F4RvZqsp8NT6,af3bd12ac8971021baeb3279f0de0c96da631db6,2,0,7168930,7168930,0
bc1qe0v4e7nlv6l9sa3achjs4h9xg4dm5vrt4mg0t2,cbd95cfa7f66be58763dc5e50adca6455bba306b,2,0,731428,731428,0
bc1qd3rta8jlnjpvepj25kva0rck8vgf6y6szqa825,6c46be9e5f9c82cc864aa599d78f163b109d1350,0,0,0,0,0
17aDaT6VhWYFEXaQfVEcZTYjsb89W9XPKE,4818fadeb99c3a392ae4fe29ae76764f90464535,0,0,0,0,0
bc1quvxemsv4adf44yrv4nw3sk8l6wpavwlktqcl8v,e30d9dc195eb535a906cacdd1858ffd383d63bf6,452,0,446623397,446623397,0
bc1q8tj6m9fdfv02yvvdn2sl03d2hr7tmuarctdkl4,3ae5ad952d4b1ea2318d9aa1f7c5aab8fcbdf3a3,6,0,55805308,55805308,0
bc1qe9nwxgkt0xugr5shjzhmccde2pg0kgw4xu3sjx,c966e322cb79b881d21790afbc61b95050fb21d5,705,0,13089436265,13089436265,0
bc1qkfeqjavkp4n24l0mprtrlnvah98r4dtwq0ukxq,b2720975960d66aafdfb08d63fcd9db94e3ab56e,2,0,739502,739502,0
1MY83JybGszdhzfgHUYnxEGv8RJT2VqY8k,e145497b9702b0668694a753703caf66bb1e9dfa,4,0,601285,601285,0
1DEgziVdpcMyMGnDQz5hDK7PHFkTa5Frxh,86384d9a004cf1ba7c97ba4aee24223db43451f5,0,0,0,0,0
bc1qe4xvhksgapl3p76mmfz7thdnmkeuxry08kjhcn,cd4ccbda08e87f10fb5bda45e5ddb3ddb3c30c8f,0,0,0,0,0
bc1qdrvq93mkgtmj6fzue4g2l7jgyl82szkhcxe9lp,68d802c77642f72d245ccd50affa4827cea80ad7,47,0,890945932,890945932,0
bc1qjhamx7zxltecv88403jntyftfyus6jdc0e8r2z,95fbb37846faf3861cf57c6535912b49390d49b8,2,0,300000000,300000000,0
bc1qj9u7gmjk5kznnnjgsfvs35fftmtfh7n6wk6jt2,9179e46e56a58539ce48825908d1295ed69bfa7a,2,0,14000000,14000000,0
19fCTn3iXNtnpvicZNpKhQw6XyzyYiTTGA,5efa616acaa0fd6cd8d171b989cd534683b9b66e,32,0,17511027,17511027,0
18firbfmx4KoNeM4cBhcDdXgp2Aiduo43G,541ba03d9e77973302733dbabe9f413fd99bce78,32,0,93472170,93472170,0
bc1qc7ujzextq352sygfkqcs4tsg7e88m0ktmc9jng,c7b92164cb0468a81109b0310aae08f64e7dbecb,0,0,0,0,0
bc1qepmd5ftqk2u3dwsueh25vvagfts7ru5faxk2t4,c876da2560b2b916ba1ccdd54633a84ae1e1f289,0,0,0,0,0
1DR2sgj9P6ZAeQcy6dMmRv4kT4rNieXyRc,882d0e8567e4584dcc7aa3d4b5b9ecb04096db7a,0,0,0,0,0
bc1qc2wg7s73p4pp9r7px0d37mvy4v5pt886uumaqy,c29c8f43d10d42128fc133db1f6d84ab28159cfa,4,0,9252514,9252514,0
bc1qedeyhrsd3tysp39n8tkv9jwdn0mjxh8yqyrew4,cb724b8e0d8ac900c4b33aecc2c9cd9bf7235ce4,0,0,0,0,0
bc1qcax3cqcz3298j7u7zmuphmwmnzefrhjhq30vj4,c74d1c03028a8a797b9e16f81beddb98b291de57,0,0,0,0,0
bc1qge04jk25tp4xv5dex8rmp0j9dwz0u2nxgdwz97,465f595954586a6651b931c7b0be456b84fe2a66,0,0,0,0,0
bc1qdql8u20ra3hc8naqj8wk75h6t4034jl2q3rp7j,683e7e29e3ec6f83cfa091dd6f52fa5d5f1acbea,76,0,14752333,14752333,0
bc1q4p25ezk0v8f60msuxdw0hm8u83pu7rd4jgz03d,a8554c8acf61d3a7ee1c335cfbecfc3c43cf0db5,2,0,2600000,2600000,0
bc1q62cjr9nhka8yfgrfm3vuahkhj2vwzwref3pm8p,d2b1219677b74e44a069dc59ceded79298e13879,0,0,0,0,0
bc1q2y055sypv2sr479m36qddsj3w7ftmuxgc8z69h,511f4a408162a03af8bb8e80d6c2517792bdf0c8,0,0,0,0,0
bc1qushd8zn2hf3682fk9z5hp5zgu0d0uwykwf7zrq,e42ed38a6aba63a3a93628a970d048e3dafe3896,114,95,209130116,30260002,178870114
1QC6uz8kYMJsWvaVwNwmmVuKvb2efGEMgy,fe6467ac9a569b70b65afffad2a22e9f1f69b60a,0,0,0,0,0
bc1qqfe7mk2fa9lelcpm7rjvlls6x4735z9k5dmr9f,0273edd949e97f9fe03bf0e4cffe1a357d1a08b6,15,0,33396020,33396020,0
3Ja9SuhXH7PNw6ZJNzS8Qurubr9iPWFvRB,b92d81c64370f18c28b2781c4bcdc6955f794e29,699,0,444324370,444324370,0
bc1qk5esmnpkww9lc6x6kr7v3krpmeudnqeg868uh6,b5330dcc36738bfc68dab0fcc8d861de78d98328,0,0,0,0,0
1Am5baEP9NoieRVGNGVpgY38hEbkpmqvgx,6b0f455fb261eecfb9e164271d845889d717f488,2,0,3300000,3300000,0
1ARXCqRi8JomQcGmJg5TQ2md5XLxyPVVu9,675c54057ac21c10fca986199cd3d0b525be235b,72,0,26924658,26924658,0
bc1qgmj33mt5hq8cnfdgav7vqqf2ce4z8ehc40w0p4,46e518ed74b80f89a5a8eb3cc0012ac66a23e6f8,81,0,64466683,64466683,0
bc1qcc46xr7qqzew4hywnecll4udy5sn6mkss33h7r,c62ba30fc000b2eadc8e9e71ffd78d25213d6ed0,44,3,41367747,41363310,4437
15xi6ZWexSYaG3LVgFomDXw4UYiF1gETEF,3669afa6d401904c88ef82276caf9165c700b0f0,48,0,3147947,3147947,0
36tSmbd3dbbh7HjRNq5iwj4yJay6xJHLSh,3901f1d76983f5668d2f35373701fc65ad7bdc2a,12,0,13719267,13719267,0
bc1qzj3tcpl7rc60qe3znxjj7mqjf28m2jdj4mpgkj,14a2bc07fe1e34f0662299a52f6c124a8fb549b2,35,0,16897721,16897721,0
1Jd7dRxHjM1HRKgBYJHQHdif6wYFMfzJNN,c14ea55411c13f7c6d14fa598984378133e8299f,2,2,22119,0,22119
bc1qccg0r97q6gphu29v9mdf7qaghdpkxp4erauggp,c610f197c0d2037e28ac2eda9f03a8bb436306b9,0,0,0,0,0
3GRnohtKQTz1QdpgNa1BdnqsEN9fxRDSZD,a1a8b272945e16c00819502dc4cb298092b0fdc9,17,0,8634825,8634825,0
35aRFHwpJergqJjvZ6TY2DVUER3SCB7LWy,2aa10f88d3f2513ea0cef3d2557d4526c7a3b7be,7,0,12000000000,12000000000,0
3P9WebHkiDxCi8LDXiRQp8atNEagcQeRA3,eb5d6f53307e6a1e68bb0e41c03aad0ed183e091,18,0,18954140509,18954140509,0
3A324SjtQdaBbsHiiC8hVjoTRw4HfUpRZE,5b89707096ce4ee4da83f412ce53622471d5ce5a,2,0,9404137200,9404137200,0
bc1qk9xleg4pecclfkheyu6nfvlnfye9fwh64xx5cc,b14dfca2a1ce31f4daf9273534b3f3493254bafa,0,0,0,0,0
39FFWtqCMXPnKU8X2qWuWdKnUztDzkerjX,52e18999f5ab2bdc2d17b6fbf48b2a25c35891a0,167,0,1550653669,1550653669,0
1GzSjpmZHPGggX93Z1gcaexZVThjjG1M9b,af6714f4d80a8eda84c6943828b50bfcd3b9bbad,3,0,14323599,14323599,0
1DR6nzxNS9WPJVjrQU7QDzdsrS4W7uhSNP,8830540c889910033c6dce77c0c3425f84991dda,0,0,0,0,0
bc1qjk5cxtr4tlz0d5rr8cat4m0vk7653jzyarkdn9pftal06l369ngs2z9tha,,0,0,0,0,0
bc1q4g9nlakg7jttzcnr42dv4t7y37s5getezvdklr,aa0b3ff6c8f496b16263aa9acaafc48fa1446579,0,0,0,0,0
bc1q50403gvnhg4744hpvp2grawugk4ww8tcyhuvh7,a3eaf8a193ba2bead6e1605481f5dc45aae71d78,0,0,0,0,0
bc1qcmczrfmxz2tvp7xcglpmj30547gqe7lvdpu22v,c6f021a7661296c0f8d847c3b945f4af900cfbec,0,0,0,0,0
bc1q57dt3z2z85j7k023rz3rydvkfaklhrxzscmpx5,a79ab889423d25eb3d5118a23235964f6dfb8cc2,0,0,0,0,0
bc1qhpd52pnfll0u85kxysuux9zkkwpsg6yf6muja5,b85b450669ffdfc3d2c62439c31456b383046889,0,0,0,0,0
bc1qw8d7z225z06ujt4zegp5ravnpuzwa3zsc2y5sr,71dbe1295413f5c92ea2ca0341f5930f04eec450,499,0,530799392,530799392,0
1JrXRT5XsAsPstwsYh6WZ2D1mvEzqiQRgE,c3d7ea429dc59e006942c24745c47ce7ae7354e7,5,0,10528017,10528017,0
3GKZKXMRALhAZeyaBv6q6uTAf2edivLrNB,a07af19f426164dfe762e3fd3ee7e0398d1ab6fe,249,4,26094750,25941604,153146
3AhqLgEG879qCMZgnCbVY5hSZb4Rjbmx2D,62e0b6882f27c9d75515e9284004da2027533640,64,0,800175411,800175411,0
bc1q95lxd2444y8hlrrvt8y5n8pd2pvag84fje6qd8,2d3e66aab5a90f7f8c6c59c9499c2d5059d41ea9,230,0,55759939,55759939,0
1BHQaokrEtMuyULiZrBEMHBj4spYiZpSsP,70cb9965d8204eb7734715245acff3eeb56abb41,229,0,368898175,368898175,0
1DHFistZS5Y7U8zZfg4Ut72iAn1SVEf451,86b47441421e2f4c5bce1f6341921f65dfb9b311,79,15,51989012,49842559,2146453
bc1qwqgfre6y2m7ry46kas80pcuwlahk03hfjxxmqy,701091e74456fc325756ec0ef0e38eff6f67c6e9,0,0,0,0,0
1ZaBEaV2mf3c7EGa1wbRynXUJjG5MWf9j,0629014d1d308d5edef466c7f1ed8bcc0118766e,2,0,1203950,1203950,0
bc1qsmswmuccx4esdv0f2c7rp78d6tdynjuh6w30dl,86e0edf318357306b1e9563c30f8edd2da49cb97,0,0,0,0,0
bc1q4ddfulk8pararsxhylpeuwm3f3kz9ms658mqgq,ab5a9e7ec70f47d1c0d727c39e3b714c6c22ee1a,8,0,589888,589888,0
bc1q43urz9ytgqthyhzwtsndl3z5l3ths0264q4qtk,ac7831148b4017725c4e5c26dfc454fc57783d5a,0,0,0,0,0
3HHWUh6wLmX8AxHTGcQ7Q4uiEmicMCL8HL,ab0fdd891f51a8f278517fbe1860620ee486e92f,126,10,81556510,79656944,1899566
bc1qszh25u24g7jzf93plrc9ryl8yjrs4j3dhp3qrr,80aeaa715547a4249621f8f05193e724870aca2d,0,0,0,0,0
3PaxypGBrjkCBBS95ZTJEU1kK9RNpB2ZRV,f02dd0754251dd52baa6d51e23bbe87a5e32edb1,7,0,887966,887966,0
15VtZ8362CYs6cz9gzmCw6xe2ymWTx569X,31572f5db039d9f5a269e7ecb58fd9632c02a601,3,0,92076621,92076621,0
1GVSM4VQ32unwN9hGaowqiiP8tapNja7QE,a9eab0fc44b65917e359bf90414f21f8b0cafcd5,20,0,19365251,19365251,0
bc1qyc6xp58a5ytxyy6elvcus0ky7q66s4rhlnx9l6,263460d0fda116621359fb31c83ec4f035a85477,7,0,102295768,102295768,0
bc1qdytguz02h86660sg3yqhmxwyrq4zmf9u3940eq,69168e09eab9f5ad3e0889017d99c4182a2da4bc,2,0,3668873,3668873,0
bc1q0my4jf9hdjc4q6xtghum2vwssyqcs0hhv5nsad,7ec95924b76cb15068cb45f9b531d08101883ef7,2,0,4345667,4345667,0
bc1qyf0xlcyzaceq3z87e4gggn8xy3u40zlh4y2nkl,225e6fe082ee320888fecd50844ce62479578bf7,2,0,6548432,6548432,0
3HwjEt4AY68Xb3ZXWc715oug7TrsxGHBEn,b24a53332ab4fa2b3ff80f874b87dc12bb033285,39,1,43682076,40482076,3200000
bc1qckng5yhqrwva6xhdndaz5lj4ywssq5dkh3n3h5,c5a68a12e01b99dd1aed9b7a2a7e5523a10051b6,0,0,0,0,0
bc1qs026sk8hjpmr72jx59x88n5c3hm3t8sd2geh90,83d5a858f790763f2a46a14c73ce988df7159e0d,678,0,733429886,733429886,0
bc1qy4vyje67xx2j9fpyv27lru7gzf9dwa7xe76lgv,255849675e319522a42462bdf1f3c8124ad777c6,0,0,0,0,0
1GzVzGV5sK3FPnjnTbR4KBLLW5Bdy8cCAt,af69cb4434b18523d93d21e511870a05b50ed05c,0,0,0,0,0
15mSqySLsJ8MZqNQ7RfXiq54HGyt7uh3Cn,34486115f9d126bc77b59da25d56601688adc04c,6,0,11873448,11873448,0
bc1q2s5fat0t3ud7ytamwy0sg4hm77rfnr4wmnvtt4,54289eadeb8f1be22fbb711f0456fbf786998eae,0,0,0,0,0
bc1qv52nz50zkw282g7ws2edwtsavzd8uz5u4ran9c,65153151e2b3947523ce82b2d72e1d609a7e0a9c,0,0,0,0,0
bc1q6u0ugwd9ztcc9zc08pv352qxj9jhjaxgy9mg5z,d71fc439a512f1828b0f38591a280691657974c8,0,0,0,0,0
bc1qjzmkpl87e88hepmczmsf0m4kwayy38sass7lxm,90b760fcfec9cf7c877816e097eeb67748489e1d,2,0,15797354,15797354,0
bc1qdzj4vc030l9npv7qahp32mgt0gx7h87qz35rey,68a55661f17fcb30b3c0edc3156d0b7a0deb9fc0,2,0,640906,640906,0
bc1qy4jvkzysgc04emlhae9tym52kwm74k2up86903,2564cb0890461f5ceff7ee4ab26e8ab3b7ead95c,2,0,25509400,25509400,0
1JRs6zptY9gxUXNnKDNRThP8xu3gzV7HWC,bf2df213e860edb7132e885a1f2987461171d528,12,0,8587076,8587076,0
32ewkaqyjm38FNAaUPDPRresQvTTbXfYDy,0a93cfbdb98feb694a85bace1f6da120f20c695e,42,2,23343342,23280519,62823
1M39AjzeQyGqrJS8LWhEovUr1m641kzfsU,dbca2a75fe275133bc5d5ac97736ab310988a1b2,0,0,0,0,0
bc1qrtmfl0h48quf7ffj0dyg3y7h3xdkeyep4pgmkf,1af69fbef538389f25327b488893d7899b6c9321,44,0,44662478,44662478,0
3QhZC96f4BEjZ3qRoGYn95gAyZfK5xA5A8,fc64feb81eea0564ab69290560b3bce611d5f7b8,543,270,45052350,27188287,17864063
bc1qk7af9mwhal97clke9xe4c8a4nuw8w9qu48h82t,b7ba92edd7efcbec7ed929b35c1fb59f1c77141c,0,0,0,0,0
bc1q8x2e8nf9t5c63gw4c5p9ulzv0zkk5xxmkrrlgu,399593cd255d31a8a1d5c5025e7c4c78ad6a18db,0,0,0,0,0
1GzLtrjVDn8VpfK4SLXapTPW6QBM5rnBev,af62340d9267f0a21f716f1170e643c55b24b81d,0,0,0,0,0
bc1ql6zu7m0fetz2uml56jp5xzw76lca94ndgafyha,fe85cf6de9cac4ae6ff4d4834309ded7f1d2d66d,16,0,30443631,30443631,0
1UzxZTta6SYNPp86br6DhXLLwJzgEbSqM,054b9c9f7d7eb8963666e6f98ec22f2d04c2a60b,0,0,0,0,0
bc1qh97rfw35cte0aryn53rysdcn4vwyl003w8g87q,b97c34ba34c2f2fe8c93a446483713ab1c4fbdf1,0,0,0,0,0
bc1qxz9j7m0metmm7l5u0xk78yyp2exggttysrdtaq,308b2f6dfbcaf7bf7e9c79ade39081564c842d64,0,0,0,0,0
176ATybdVW1gsDQ6X2jSfa6fZmatVKpgAr,42cabc4eedccac32cdf969646700c3381d8f19a2,0,0,0,0,0
1DRGjUU62ETA87HPJruxCbGcnSTbK3c9qT,8838a00a0d7d36f4c32b6e463eae682e4e4ff6c1,0,0,0,0,0
bc1q4dtmzk78l843etf4qz8m29kytmggpkkgd8ezsp,ab57b15bc7f9eb1cad35008fb516c45ed080dac8,0,0,0,0,0
1FbN9mgTzppSUGRgBs1o7N8FpPQVfoRrKd,a0118f502d50368cdf0e768de18ebacb72a7e246,16,0,32124036,32124036,0
bc1qscmv2hh7d4mug65tlhthmgr7t4mlfgctectdvz,8636c55efe6d77c46a8bfdd77da07e5d77f4a30b,2,0,8154,8154,0
1ANtQ5ZRoPqNDhQKop325EvCAXjPPD9LEX,66dcc5a5f6ab4301a5659d7f0aa0e6bed08d7c89,0,0,0,0,0
bc1q73m0j9p52hqnyzd68f8k85fyxpuqpvccyj7lrn,f476f9143455c13209ba3a4f63d124307800b318,12,0,862402968,862402968,0
bc1qkplz4swapcd6c40ql9tzsa38hj4m00art8qnp6,b07e2ac1dd0e1bac55e0f956287627bcabb7bfa3,0,0,0,0,0
bc1qkthy52zkty9u3q83l6fgzvz6cu3yeptncy88ud,b2ee4a2856590bc880f1fe9281305ac7224c8573,0,0,0,0,0
13HrHEe6qkikSueWuFyeNr8sHy2w23Bhkz,19200b33c9e54eb9a3eeb2c96b8f09a5b4355f58,2509,1,1497876963,1497462028,414935
bc1q4faxvgvstjdu8qgtxxj7m8fjxduts3ryzk3dey,aa7a6621905c9bc3810b31a5ed9d323378b84464,2,0,568924,568924,0
1EYUm4tx3rYvHsYV2B7TVJEwgn5JEDwYL9,948db3e434c007a4364635333e3bef400fc83270,301,0,131562529,131562529,0
3MK69jz7SHEbjtxZQF17eGZja5DLRtLoE2,d73ce4bc7ecb1729aa63c9bbbcce1afb942eef59,283,1,7243377912,7243377312,600
bc1qdxrce4ms9hvaxvh9p3rdmxfdtvvzt9y3zq829a,69878cd7702dd9d332e50c46dd992d5b18259491,16409,2,836437653773,836437652573,1200
